step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
333,TRANSFER,572164.69,C1871179568,0.0,0.0,C422180385,29756080.98,30328245.67,0,0
15,PAYMENT,21826.22,C875515612,53400.0,31573.78,M1643745073,0.0,0.0,0,0
396,CASH_IN,290975.2,C182796954,174823.0,465798.2,C592821732,34347.94,0.0,0,0
673,CASH_IN,227746.05,C1560877033,5403717.38,5631463.42,C1384716284,977268.18,749522.13,0,0
493,PAYMENT,2460.89,C426462486,91537.2,89076.32,M2111654868,0.0,0.0,0,0
36,CASH_OUT,186748.09,C1342566291,57782.39,0.0,C1657398992,851643.99,1038392.08,0,0
228,PAYMENT,36000.75,C1186557226,393689.11,357688.35,M503109241,0.0,0.0,0,0
283,CASH_IN,83211.08,C237846630,10304.0,93515.08,C1476006379,24409747.06,24326535.97,0,0
346,PAYMENT,23542.68,C984140063,41344.0,17801.32,M404691941,0.0,0.0,0,0
138,CASH_OUT,11798.62,C2955037,0.0,0.0,C220307583,4282384.91,4294183.54,0,0
374,CASH_OUT,32563.64,C1519217331,0.0,0.0,C489712935,64799508.08,64832071.73,0,0
41,CASH_OUT,149214.65,C1195883137,0.0,0.0,C1400024640,2877390.64,3026605.29,0,0
307,PAYMENT,8315.97,C1237649218,354297.26,345981.29,M1633873680,0.0,0.0,0,0
163,CASH_OUT,159571.41,C886513430,33690.0,0.0,C1137271798,0.0,159571.41,0,0
309,CASH_OUT,46671.2,C504198840,6901.0,0.0,C501652310,201178.34,247849.54,0,0
325,PAYMENT,38821.55,C691660880,730177.84,691356.29,M398572286,0.0,0.0,0,0
237,CASH_IN,11288.66,C199842048,41806.0,53094.66,C101360568,0.0,0.0,0,0
48,PAYMENT,4146.13,C1774024364,28227.0,24080.87,M511470797,0.0,0.0,0,0
203,PAYMENT,39530.31,C518888999,673809.75,634279.45,M619255921,0.0,0.0,0,0
155,CASH_OUT,148933.4,C1487575235,14393.0,0.0,C589348134,3167200.5,3316133.9,0,0
189,PAYMENT,6055.37,C2024801944,40280.0,34224.63,M1506019822,0.0,0.0,0,0
393,CASH_IN,262672.23,C1387464418,54476.0,317148.23,C2138054032,368138.96,105466.72,0,0
10,CASH_OUT,106542.83,C237895067,0.0,0.0,C1566423339,697057.37,803600.2,0,0
276,CASH_IN,122068.36,C1677679609,13164614.38,13286682.74,C1395467950,1040440.81,918372.45,0,0
401,CASH_IN,360858.12,C753994588,15002637.35,15363495.48,C192046951,691110.76,330252.63,0,0
351,PAYMENT,24060.1,C1622450682,50160.0,26099.9,M1166389539,0.0,0.0,0,0
333,PAYMENT,6405.21,C978389228,11680.03,5274.82,M1512478698,0.0,0.0,0,0
330,PAYMENT,5100.39,C1972893370,0.0,0.0,M1138793285,0.0,0.0,0,0
140,CASH_OUT,18613.86,C1849716646,104618.0,86004.14,C686230979,1723398.78,1742012.64,0,0
397,CASH_IN,89908.01,C701402409,11287929.28,11377837.29,C279839905,137156.16,47248.15,0,0
165,PAYMENT,11405.22,C1550449128,58575.0,47169.78,M1151145293,0.0,0.0,0,0
157,PAYMENT,15500.81,C1629499177,36737.59,21236.78,M73583299,0.0,0.0,0,0
538,PAYMENT,9361.38,C890007945,20436.0,11074.62,M216324600,0.0,0.0,0,0
188,PAYMENT,3818.43,C679241650,735.0,0.0,M2069284000,0.0,0.0,0,0
380,PAYMENT,11316.7,C1124779140,0.0,0.0,M841388442,0.0,0.0,0,0
39,PAYMENT,742.78,C790904272,21021.0,20278.22,M1942665238,0.0,0.0,0,0
187,PAYMENT,10704.65,C1807070687,27529.0,16824.35,M1688908391,0.0,0.0,0,0
688,PAYMENT,6445.41,C528060730,0.0,0.0,M1392862438,0.0,0.0,0,0
186,CASH_OUT,55557.83,C1046520371,41651.53,0.0,C661953025,192359.38,247917.21,0,0
138,PAYMENT,38155.85,C1218296588,45908.0,7752.15,M2034305081,0.0,0.0,0,0
544,CASH_OUT,46570.21,C1275165188,0.0,0.0,C1075174025,70433.34,117003.55,0,0
203,PAYMENT,2106.11,C1038142078,484007.99,481901.88,M542670670,0.0,0.0,0,0
399,PAYMENT,3165.3,C2010888936,121090.0,117924.7,M1617472137,0.0,0.0,0,0
205,CASH_OUT,258919.73,C713569511,0.0,0.0,C1948717954,991070.18,1249989.91,0,0
13,CASH_OUT,51254.54,C655916312,12280.0,0.0,C423583818,1639179.36,1624461.22,0,0
261,CASH_IN,36181.07,C1208643137,2185459.55,2221640.62,C626092830,184155.64,147974.57,0,0
158,PAYMENT,4202.87,C150182440,5281.0,1078.13,M1729422737,0.0,0.0,0,0
160,CASH_IN,221886.72,C786509594,2606.0,224492.72,C1880484145,270895.97,49009.25,0,0
158,CASH_OUT,15260.6,C822690568,312217.0,296956.4,C1664225855,291561.43,306822.04,0,0
333,PAYMENT,2138.85,C1124889934,0.0,0.0,M2073542510,0.0,0.0,0,0
156,PAYMENT,11293.51,C1390857210,0.0,0.0,M2111565902,0.0,0.0,0,0
375,CASH_OUT,175649.72,C1159849174,0.0,0.0,C794493454,603128.35,778778.07,0,0
189,TRANSFER,201115.55,C1711263168,0.0,0.0,C14409810,8604650.81,8805766.36,0,0
262,TRANSFER,535257.68,C1379527242,0.0,0.0,C1686160769,1500220.24,2035477.92,0,0
601,PAYMENT,2234.21,C959834653,0.0,0.0,M598746608,0.0,0.0,0,0
129,PAYMENT,8911.09,C213717201,0.0,0.0,M606642780,0.0,0.0,0,0
249,PAYMENT,1053.8,C1524087537,18574.45,17520.65,M1901579034,0.0,0.0,0,0
374,PAYMENT,29407.97,C449355159,0.0,0.0,M643587263,0.0,0.0,0,0
163,TRANSFER,454022.12,C1679481393,9376.38,0.0,C1698083465,518673.62,972695.74,0,0
351,CASH_OUT,50252.52,C2039018535,0.0,0.0,C1514768801,1019040.06,1069292.58,0,0
13,PAYMENT,9793.04,C84219977,2831.0,0.0,M1404879210,0.0,0.0,0,0
394,CASH_OUT,135161.9,C1241486932,1387.0,0.0,C313002681,36838.2,172000.1,0,0
226,CASH_OUT,135286.69,C641084234,12385.0,0.0,C389722368,803252.96,938539.64,0,0
234,PAYMENT,15221.09,C1387638615,294.0,0.0,M1327717698,0.0,0.0,0,0
374,CASH_OUT,307962.8,C1281775483,0.0,0.0,C85005828,1008145.52,1316108.33,0,0
406,PAYMENT,10442.9,C2119675495,0.0,0.0,M1831522285,0.0,0.0,0,0
140,PAYMENT,28142.62,C364922764,0.0,0.0,M229975466,0.0,0.0,0,0
405,PAYMENT,34485.53,C2146840321,80435.32,45949.8,M43067156,0.0,0.0,0,0
153,CASH_IN,340700.07,C340267951,107137.0,447837.07,C1451868199,4995629.2,4654929.13,0,0
20,CASH_OUT,93611.71,C1657769053,16355.0,0.0,C344307102,0.0,0.0,0,0
402,CASH_IN,166898.81,C1528741727,80858.0,247756.81,C1554013690,2924905.55,2758006.74,0,0
120,CASH_IN,43465.47,C1604965852,2080136.83,2123602.31,C1030126261,295258.79,251793.32,0,0
236,PAYMENT,10978.83,C1157490272,14415.0,3436.17,M1582153427,0.0,0.0,0,0
400,PAYMENT,32470.84,C1364857639,4868.0,0.0,M697414476,0.0,0.0,0,0
211,CASH_IN,197509.05,C113839045,5895836.09,6093345.13,C53550537,1190876.44,993367.39,0,0
162,PAYMENT,16959.35,C1115757677,253676.0,236716.65,M1298641744,0.0,0.0,0,0
21,PAYMENT,8017.29,C211500164,22474.0,14456.71,M2061088873,0.0,0.0,0,0
1,PAYMENT,4043.76,C1538511917,54064.37,50020.61,M1542856295,0.0,0.0,0,0
182,PAYMENT,2329.06,C1038677809,43394.0,41064.94,M599733274,0.0,0.0,0,0
599,CASH_OUT,14837.79,C1005403482,29776.5,14938.71,C135526919,33205.02,48042.81,0,0
354,CASH_IN,118316.21,C1923263255,17472.0,135788.21,C1655743612,491455.58,373139.37,0,0
347,CASH_OUT,103479.22,C186953919,69321.0,0.0,C599959415,0.0,103479.22,0,0
395,CASH_OUT,59529.7,C653340560,20121.0,0.0,C1290563386,163268.08,222797.78,0,0
188,CASH_OUT,87139.1,C1485747094,268510.0,181370.9,C919904063,1906516.11,1993655.2,0,0
156,PAYMENT,34004.08,C1337058591,536.0,0.0,M620195019,0.0,0.0,0,0
525,PAYMENT,18059.56,C1584939314,0.0,0.0,M1477885965,0.0,0.0,0,0
357,TRANSFER,419793.71,C926940593,20888.0,0.0,C1945236040,2276039.19,2695832.9,0,0
305,CASH_OUT,225541.75,C835897820,0.0,0.0,C331400940,1627629.71,1853171.46,0,0
11,CASH_IN,423018.11,C9141810,39899.0,462917.11,C904383922,4516835.88,4093817.76,0,0
400,TRANSFER,843061.74,C211637212,0.0,0.0,C635969381,1232712.15,2075773.89,0,0
177,TRANSFER,436054.44,C1242464874,20222.0,0.0,C1725505524,0.0,436054.44,0,0
186,PAYMENT,24725.35,C2056399388,100687.0,75961.65,M562754162,0.0,0.0,0,0
493,CASH_OUT,43011.21,C1797134764,0.0,0.0,C1717725666,3960508.51,4003519.72,0,0
210,CASH_OUT,193287.84,C226704931,485.0,0.0,C1799871229,0.0,193287.84,0,0
232,CASH_OUT,326498.96,C730842458,24470.0,0.0,C968437456,345943.46,672442.42,0,0
41,TRANSFER,814986.94,C1374249800,0.0,0.0,C1533091865,2390840.4,3205827.33,0,0
347,CASH_OUT,174988.15,C877572807,0.0,0.0,C1526891302,252848.77,427836.92,0,0
18,CASH_OUT,280505.47,C389087534,25099.0,0.0,C1151488145,213912.94,494418.41,0,0
279,TRANSFER,44114.91,C342105804,673.0,0.0,C12870630,183175.81,227290.73,0,0
396,PAYMENT,7636.59,C319994271,2025.0,0.0,M878135895,0.0,0.0,0,0
403,PAYMENT,14573.54,C1830900237,0.0,0.0,M1523964629,0.0,0.0,0,0
236,PAYMENT,4178.75,C743529495,25030.0,20851.25,M740406719,0.0,0.0,0,0
405,CASH_OUT,53523.57,C1922424827,0.0,0.0,C1655687458,1246766.26,1300289.83,0,0
280,CASH_IN,72869.16,C947278815,4450760.01,4523629.16,C1859021510,1415257.75,1342388.59,0,0
283,PAYMENT,3964.65,C733025257,3612.82,0.0,M1502789827,0.0,0.0,0,0
394,PAYMENT,26639.54,C353150312,413748.0,387108.46,M1885948754,0.0,0.0,0,0
305,PAYMENT,1759.6,C1988026456,0.0,0.0,M886470266,0.0,0.0,0,0
133,CASH_OUT,69202.24,C523841268,25880.0,0.0,C2073440263,434340.6,503542.84,0,0
160,CASH_OUT,52118.85,C2014594565,439.0,0.0,C616638252,34055.95,0.0,0,0
179,CASH_IN,443497.93,C1897821513,17175591.3,17619089.23,C892223329,3435894.32,2992396.39,0,0
308,CASH_OUT,195210.79,C1877574063,25407.0,0.0,C1265535340,0.0,195210.79,0,0
324,CASH_IN,168007.86,C948726672,19994413.81,20162421.67,C2036196985,533465.62,365457.76,0,0
188,PAYMENT,14602.06,C61849110,0.0,0.0,M1050948292,0.0,0.0,0,0
44,TRANSFER,18098.07,C2079235215,135508.51,117410.44,C1141049797,6281335.54,6299433.61,0,0
395,TRANSFER,66145.4,C1856315622,0.0,0.0,C344223699,148194.83,302233.58,0,0
403,CASH_OUT,368357.06,C950888310,0.0,0.0,C1092414062,2353934.09,2722291.14,0,0
94,PAYMENT,11252.36,C1140445705,26317.0,15064.64,M677419857,0.0,0.0,0,0
131,CASH_OUT,98550.48,C1323392012,100388.0,1837.52,C652580171,268556.74,367107.22,0,0
158,TRANSFER,672188.36,C1398038899,71062.0,0.0,C1255182975,533610.94,1205799.3,0,0
258,CASH_IN,264385.16,C655800503,2401228.47,2665613.63,C131639980,347262.9,82877.74,0,0
201,PAYMENT,3056.41,C1780180273,31299.0,28242.59,M682930071,0.0,0.0,0,0
300,CASH_OUT,131920.1,C1530001593,0.0,0.0,C89337632,0.0,131920.1,0,0
161,CASH_IN,85870.97,C943489803,1032.0,86902.97,C901514978,383078.27,297207.31,0,0
188,PAYMENT,6898.4,C1795474200,80757.0,73858.6,M1761857783,0.0,0.0,0,0
139,CASH_OUT,431984.14,C64360151,13182.01,0.0,C1093696567,461936.72,893920.87,0,0
321,PAYMENT,85603.23,C1713019719,0.0,0.0,M1544343172,0.0,0.0,0,0
399,CASH_OUT,203107.32,C744175843,22071.0,0.0,C555872730,0.0,203107.32,0,0
406,PAYMENT,9524.09,C821683061,68153.21,58629.11,M1953783500,0.0,0.0,0,0
132,CASH_OUT,165130.12,C1588103467,14173.0,0.0,C2079175568,5032233.62,5197363.74,0,0
236,CASH_OUT,164676.44,C480761905,26979.6,0.0,C367571094,1480060.25,1644736.69,0,0
227,CASH_OUT,136836.38,C637014920,121217.0,0.0,C1027008059,498446.27,408818.22,0,0
212,CASH_OUT,256200.23,C457699261,0.0,0.0,C978581573,4409114.0,4665314.23,0,0
325,TRANSFER,25053.18,C848294155,179.0,0.0,C1249646090,3639964.87,3665018.04,0,0
163,TRANSFER,136095.36,C1020161732,0.0,0.0,C526503687,2605589.34,2741684.7,0,0
40,CASH_IN,217653.74,C1212315051,868562.45,1086216.19,C348043807,415758.13,198104.4,0,0
186,CASH_IN,242478.99,C1411861464,2638044.2,2880523.19,C457155364,595442.18,352963.18,0,0
331,PAYMENT,3408.06,C1060806542,495047.0,491638.94,M1332209345,0.0,0.0,0,0
281,CASH_IN,138770.77,C404282642,3118545.17,3257315.94,C971663090,930482.44,791711.67,0,0
280,PAYMENT,3309.2,C719622220,21220.0,17910.8,M1173838386,0.0,0.0,0,0
275,CASH_OUT,71804.78,C259673914,41309.0,0.0,C53860696,0.0,71804.78,0,0
22,PAYMENT,2108.91,C1642775933,54271.0,52162.09,M1843779518,0.0,0.0,0,0
203,CASH_IN,246899.52,C1692240623,1651214.94,1898114.46,C922502124,4700198.0,4453298.48,0,0
34,CASH_IN,171769.38,C1169064040,9217476.31,9389245.7,C804816022,305163.36,133393.97,0,0
214,PAYMENT,28383.92,C1584076864,0.0,0.0,M540357297,0.0,0.0,0,0
249,PAYMENT,2931.63,C1646674978,0.0,0.0,M2099811606,0.0,0.0,0,0
205,CASH_OUT,280667.9,C920485097,0.0,0.0,C1007717381,8561651.53,8842319.44,0,0
186,CASH_IN,414873.64,C3305741,3668720.08,4083593.72,C519448553,1553904.98,1139031.34,0,0
18,PAYMENT,8874.29,C1755097249,47300.95,38426.66,M1406946254,0.0,0.0,0,0
332,CASH_OUT,40788.92,C1476986184,11774.0,0.0,C1363252148,0.0,40788.92,0,0
37,CASH_OUT,59628.74,C22208443,162.0,0.0,C2109213071,0.0,59628.74,0,0
155,CASH_OUT,36748.84,C2015716747,397.0,0.0,C1006068696,0.0,36748.84,0,0
162,PAYMENT,11479.85,C64604893,16377.0,4897.15,M1747731763,0.0,0.0,0,0
299,CASH_IN,282006.64,C1177495224,6061108.9,6343115.54,C1876120421,348782.18,66775.54,0,0
16,TRANSFER,459031.67,C1472347653,53748.25,0.0,C287711177,539353.95,998385.62,0,0
346,CASH_IN,46137.06,C1041355507,3829188.01,3875325.08,C417048985,2777617.84,2731480.78,0,0
188,PAYMENT,7575.78,C1354201697,420.0,0.0,M1036203084,0.0,0.0,0,0
134,CASH_OUT,50252.97,C1151912605,0.0,0.0,C1123334047,132911.62,183164.59,0,0
39,CASH_IN,238087.06,C1531411374,130662.84,368749.9,C355594393,1875201.45,1637114.39,0,0
14,PAYMENT,3947.76,C141173341,20478.0,16530.24,M1420095010,0.0,0.0,0,0
405,PAYMENT,18060.08,C269015724,49450.0,31389.92,M240550136,0.0,0.0,0,0
374,CASH_OUT,310022.5,C583360739,20032.51,0.0,C440907329,1202256.82,1512279.32,0,0
155,CASH_OUT,447077.17,C1078426362,17766.0,0.0,C1137073379,294883.44,741960.61,0,0
154,CASH_OUT,141644.75,C1545575598,411.0,0.0,C1280879358,822072.27,963717.02,0,0
283,TRANSFER,68858.66,C888375372,167755.0,98896.34,C251375045,105622.43,144149.2,0,0
181,PAYMENT,22789.05,C1407414808,11880.0,0.0,M1180077630,0.0,0.0,0,0
163,TRANSFER,596026.9,C1640668457,20756.0,0.0,C1456536559,1083095.72,1679122.62,0,0
378,PAYMENT,15958.49,C633380796,0.0,0.0,M1303299599,0.0,0.0,0,0
42,PAYMENT,4474.13,C1316134525,10980.0,6505.87,M2253108,0.0,0.0,0,0
380,PAYMENT,17973.56,C1201249357,88693.72,70720.15,M1231433934,0.0,0.0,0,0
260,PAYMENT,16149.38,C645188097,0.0,0.0,M1264934023,0.0,0.0,0,0
492,PAYMENT,13875.24,C1386629780,0.0,0.0,M402489490,0.0,0.0,0,0
254,CASH_IN,64059.84,C551924037,1300204.29,1364264.13,C184416499,171271.18,107211.34,0,0
164,CASH_OUT,298594.27,C683270113,0.0,0.0,C1934098826,973011.48,1271605.76,0,0
325,CASH_IN,497119.47,C1477072869,463206.02,960325.49,C1203224764,3272981.28,2775861.81,0,0
43,CASH_IN,234022.98,C1025965509,6708692.06,6942715.04,C1941598182,1238877.61,1004854.63,0,0
376,CASH_OUT,146529.41,C2134101390,46096.0,0.0,C129488969,783981.0,930510.4,0,0
202,PAYMENT,4766.56,C1587858959,308945.65,304179.09,M902323689,0.0,0.0,0,0
18,PAYMENT,1131.35,C1861348920,233482.0,232350.65,M1511919993,0.0,0.0,0,0
250,PAYMENT,14975.65,C2047025844,2905.0,0.0,M2081038874,0.0,0.0,0,0
35,PAYMENT,22061.86,C1238711720,288986.86,266925.01,M1287453126,0.0,0.0,0,0
236,CASH_OUT,109375.75,C1009991870,14016.0,0.0,C319710989,650380.25,759756.0,0,0
139,CASH_IN,2365.29,C152425964,46004.0,48369.29,C576829100,758559.03,756193.74,0,0
179,CASH_OUT,480513.52,C495796842,0.0,0.0,C1802578303,7099970.12,7580483.64,0,0
255,PAYMENT,2410.0,C1617713402,0.0,0.0,M1076826637,0.0,0.0,0,0
216,CASH_IN,29330.39,C1789118013,3791022.45,3820352.84,C188387817,944633.3,915302.91,0,0
182,CASH_IN,209688.58,C565116348,2705830.57,2915519.14,C1201151449,244331.98,34643.41,0,0
183,PAYMENT,2643.73,C984676819,303.0,0.0,M2001691605,0.0,0.0,0,0
236,CASH_IN,117749.46,C950806233,18627.4,136376.86,C738566773,289821.46,172072.0,0,0
278,PAYMENT,4070.59,C1068739127,5798.0,1727.41,M12525146,0.0,0.0,0,0
138,PAYMENT,718.01,C572171867,6083.0,5364.99,M2122272013,0.0,0.0,0,0
250,CASH_IN,98979.22,C728982808,20186.0,119165.22,C1397244538,5385395.56,5286416.35,0,0
187,CASH_OUT,140736.64,C1464151762,21995.0,0.0,C1976990301,1804047.93,1944784.57,0,0
163,CASH_OUT,213075.91,C109399902,0.0,0.0,C2087736428,686474.81,899550.73,0,0
284,PAYMENT,10080.02,C753035748,134601.24,124521.23,M522418778,0.0,0.0,0,0
236,PAYMENT,1896.94,C1139554361,36679.1,34782.16,M146071273,0.0,0.0,0,0
183,CASH_OUT,236536.47,C1007760089,41482.0,0.0,C90059178,107413.13,343949.6,0,0
303,PAYMENT,8722.06,C1254143664,0.0,0.0,M158353470,0.0,0.0,0,0
190,CASH_IN,70353.31,C1051832609,6679.0,77032.31,C1919350545,5449482.09,5379128.78,0,0
154,TRANSFER,1397170.27,C347918322,0.0,0.0,C1750350389,6665766.09,8062936.36,0,0
298,CASH_OUT,44561.07,C1477838652,62375.0,17813.93,C490931771,0.0,44561.07,0,0
260,PAYMENT,2247.71,C821749681,11231.0,8983.29,M197220130,0.0,0.0,0,0
187,TRANSFER,419968.81,C354002194,0.0,0.0,C1923522917,665504.56,1085473.36,0,0
352,CASH_OUT,122780.29,C360197081,165433.0,42652.71,C171112009,112109.65,234889.94,0,0
160,CASH_OUT,136243.67,C1711893580,10129.0,0.0,C936678740,360434.94,496678.61,0,0
262,CASH_IN,304435.98,C629584365,805193.36,1109629.34,C410289450,1678671.7,1374235.72,0,0
373,CASH_OUT,348034.84,C1968270842,25287.08,0.0,C1760359834,458434.86,806469.7,0,0
17,CASH_IN,132193.54,C93953791,88726.35,220919.88,C151956247,592660.76,460467.23,0,0
182,CASH_OUT,317040.45,C798498686,0.0,0.0,C746616777,444275.66,761316.11,0,0
380,CASH_OUT,178508.13,C1195059431,212478.66,33970.53,C623550588,488863.32,667371.45,0,0
190,CASH_IN,149091.66,C1797476685,1426.0,150517.66,C312379894,0.0,0.0,0,0
158,PAYMENT,14403.7,C1463594989,0.0,0.0,M414035058,0.0,0.0,0,0
14,CASH_OUT,344508.33,C2108414383,0.0,0.0,C1754722089,14851765.22,15065658.61,0,0
34,CASH_IN,245110.34,C538640840,36559.0,281669.34,C1979491644,0.0,326793.17,0,0
260,CASH_OUT,56524.02,C500203922,1863.0,0.0,C819668816,119101.07,175625.1,0,0
163,CASH_OUT,163019.43,C349447415,0.0,0.0,C374367856,341807.22,504826.65,0,0
329,CASH_IN,115151.94,C2132780236,70503.0,185654.94,C1811531351,6141928.45,6026776.51,0,0
275,PAYMENT,3085.81,C70003222,0.0,0.0,M485928996,0.0,0.0,0,0
355,PAYMENT,14325.35,C2145360146,7360.41,0.0,M1716937455,0.0,0.0,0,0
202,CASH_OUT,150351.05,C399594345,51854.0,0.0,C169469456,99655.99,250007.04,0,0
323,CASH_IN,162133.89,C1416416483,15860049.87,16022183.76,C822979775,3824313.66,3662179.78,0,0
402,CASH_OUT,85653.55,C1689748932,60316.0,0.0,C2119464455,0.0,85653.55,0,0
305,PAYMENT,4360.46,C1500663442,187874.81,183514.35,M119141076,0.0,0.0,0,0
253,CASH_OUT,232437.89,C1225466589,30752.0,0.0,C111288363,4685349.63,4917787.52,0,0
322,CASH_OUT,82221.21,C2091516151,0.0,0.0,C1617941510,4593295.59,4675516.79,0,0
129,CASH_OUT,89660.58,C685403832,113286.0,23625.42,C508379590,0.0,89660.58,0,0
300,CASH_IN,54161.64,C622703860,107698.0,161859.64,C1534461276,41092.74,0.0,0,0
163,CASH_OUT,110972.57,C568466901,21485.0,0.0,C473721285,31361.3,142333.88,0,0
43,CASH_OUT,57120.19,C1744450767,0.0,0.0,C361931733,629786.96,686907.16,0,0
216,PAYMENT,4169.91,C2061234118,20382.0,16212.09,M471559326,0.0,0.0,0,0
133,CASH_OUT,4758.17,C1645647338,10303.0,5544.83,C1341012697,510635.46,515393.64,0,0
253,CASH_OUT,184408.15,C2130472315,74653.87,0.0,C1430117294,868061.7,1052469.85,0,0
158,PAYMENT,6888.52,C1326356487,105853.0,98964.48,M1810775761,0.0,0.0,0,0
204,CASH_IN,91758.09,C58921020,3592289.83,3684047.92,C1583596660,1289635.32,1197877.23,0,0
332,CASH_OUT,462924.5,C1872329247,0.0,0.0,C1518842793,1056391.74,1519316.25,0,0
186,CASH_OUT,242687.53,C66679734,15407.0,0.0,C175811732,41431.76,284119.29,0,0
308,CASH_IN,344802.13,C304798546,240.0,345042.13,C1755758509,0.0,0.0,0,0
140,PAYMENT,10004.07,C1311293924,44820.28,34816.21,M1479222734,0.0,0.0,0,0
235,PAYMENT,8249.74,C1104513163,938.0,0.0,M1797050679,0.0,0.0,0,0
236,CASH_OUT,96588.1,C406131183,0.0,0.0,C1431063655,1204673.56,1301261.67,0,0
207,PAYMENT,7484.74,C187499639,71001.0,63516.26,M154266028,0.0,0.0,0,0
133,CASH_IN,77091.71,C2087915239,22799181.07,22876272.77,C783804674,995966.67,918874.96,0,0
686,CASH_OUT,254999.19,C2043217885,0.0,0.0,C309506207,883021.8,1138020.99,0,0
43,PAYMENT,10989.52,C486679650,0.0,0.0,M1455021040,0.0,0.0,0,0
212,CASH_IN,180156.93,C1000608865,6119.0,186275.93,C1761976095,133835.83,0.0,0,0
207,CASH_IN,75555.19,C701633284,762240.98,837796.18,C1257118263,1819033.72,1743478.53,0,0
522,PAYMENT,11517.86,C774933314,0.0,0.0,M1157900748,0.0,0.0,0,0
156,CASH_IN,221626.97,C1157038655,70742.0,292368.97,C1810478696,634159.7,412532.72,0,0
180,TRANSFER,355349.66,C64691401,166963.0,0.0,C686079057,957801.13,1313150.79,0,0
325,PAYMENT,2495.57,C764798108,0.0,0.0,M774345067,0.0,0.0,0,0
474,CASH_OUT,49936.92,C1146543811,51715.0,1778.08,C2042748148,0.0,49936.92,0,0
161,CASH_OUT,125831.86,C1983195169,49720.0,0.0,C1330118655,3034256.29,3160088.15,0,0
349,TRANSFER,355229.64,C1857906950,0.0,0.0,C1760966565,9658480.53,10013710.18,0,0
357,PAYMENT,7000.06,C1560100274,585.0,0.0,M1374816735,0.0,0.0,0,0
346,PAYMENT,16960.36,C1097718214,288626.63,271666.27,M1105287517,0.0,0.0,0,0
178,PAYMENT,31016.42,C1951388399,14.0,0.0,M1322122250,0.0,0.0,0,0
374,CASH_IN,201187.33,C1464153326,173.0,201360.33,C1966232849,0.0,0.0,0,0
183,PAYMENT,11525.89,C67094646,52137.51,40611.62,M2081072555,0.0,0.0,0,0
403,PAYMENT,17357.5,C328943321,8154.28,0.0,M1829019278,0.0,0.0,0,0
40,CASH_IN,23412.34,C1126870674,4467258.88,4490671.22,C984127681,1348304.61,1324892.27,0,0
132,PAYMENT,12225.82,C743449575,0.0,0.0,M1925718960,0.0,0.0,0,0
208,TRANSFER,421340.65,C2038603210,5023.0,0.0,C1043766603,0.0,421340.65,0,0
322,CASH_OUT,150546.31,C330615116,0.0,0.0,C737758386,777040.84,927587.15,0,0
164,PAYMENT,22041.86,C1207055826,468115.82,446073.96,M550196496,0.0,0.0,0,0
567,PAYMENT,21612.79,C1707372792,124409.0,102796.21,M1964434077,0.0,0.0,0,0
158,PAYMENT,12419.41,C791006445,284739.03,272319.63,M962971040,0.0,0.0,0,0
276,TRANSFER,398457.81,C14064999,48576.31,0.0,C871479828,1763793.83,2162251.64,0,0
191,PAYMENT,4446.19,C1468703063,55453.87,51007.68,M1741007611,0.0,0.0,0,0
299,CASH_IN,371940.79,C758307185,3587991.78,3959932.58,C1154318242,694642.24,322701.45,0,0
331,PAYMENT,1895.27,C12462814,189033.72,187138.45,M596423070,0.0,0.0,0,0
137,CASH_OUT,110410.9,C858530883,10366.0,0.0,C1585551911,385971.81,496382.71,0,0
180,CASH_OUT,140705.54,C2042482745,11560.0,0.0,C523100618,736863.7,877569.24,0,0
205,CASH_OUT,357574.24,C464081604,0.0,0.0,C650610169,852948.68,1210522.93,0,0
162,PAYMENT,1583.62,C119250232,0.0,0.0,M1103430460,0.0,0.0,0,0
278,CASH_IN,80679.74,C671565987,1073182.19,1153861.94,C621351829,89240.72,8560.98,0,0
134,CASH_OUT,104040.11,C2059048026,0.0,0.0,C731008693,631713.53,1169270.68,0,0
251,CASH_IN,128526.47,C539673927,198865.0,327391.47,C879373135,8379131.94,8250605.47,0,0
19,TRANSFER,682827.81,C679901790,0.0,0.0,C1750496829,1113078.54,2947050.09,0,0
396,TRANSFER,1669435.51,C1899979181,676.0,0.0,C894365898,0.0,1669435.51,0,0
379,CASH_OUT,90852.93,C1751223441,22132.0,0.0,C176947188,0.0,90852.93,0,0
336,PAYMENT,32.47,C665663306,105483.0,105450.53,M2132369723,0.0,0.0,0,0
369,CASH_IN,247557.35,C37445149,108116.0,355673.35,C991782278,3992647.28,3745089.93,0,0
215,CASH_IN,201601.55,C2110675201,2731772.34,2933373.9,C2008782447,8525009.21,8323407.65,0,0
394,PAYMENT,875.45,C559646554,0.0,0.0,M552562789,0.0,0.0,0,0
357,CASH_OUT,88065.1,C552338129,0.0,0.0,C2013783213,100976.6,189041.7,0,0
322,CASH_IN,330738.32,C1956310948,15055.0,345793.32,C1124660148,373752.95,43014.64,0,0
350,PAYMENT,453.01,C530590855,0.0,0.0,M1656126142,0.0,0.0,0,0
374,CASH_OUT,188213.25,C746656158,0.0,0.0,C1012026602,256185.44,444398.69,0,0
48,PAYMENT,22216.27,C1955589138,0.0,0.0,M1740545712,0.0,0.0,0,0
